Ano de lancamento,Classificacao,Desenvolvedora,Genero,Media de pontuacao,Nome,Plataforma,Publicadora,Vendas globais
2016,2,384,8,47.2,The Legend of Zelda: Twilight Princess HD,18,0,1.03
1999,2,14,3,51.05,Chrono Cross,12,9,1.86
2015,0,150,2,45.05,Project CARS,14,93,0.13
2011,2,395,8,41.85,Ace Combat: Assault Horizon,5,25,0.74
2008,2,156,9,42.5,WWE SmackDown vs. Raw 2009,5,28,0.94
2014,0,254,0,36.15,The Golf Club,9,53,0.08
2004,0,250,8,31.0,Lizzie McGuire 2: Lizzie Diaries,8,32,0.83
2009,0,57,0,44.35,Tiger Woods PGA Tour 10,5,7,0.78
2013,2,46,3,37.8,Lightning Returns: Final Fantasy XIII,4,15,0.27
2009,0,129,2,37.6,F1 2009,16,34,0.52
2003,2,589,3,32.05,Fullmetal Alchemist and the Broken Angel,6,15,0.56
2015,0,344,4,38.7,Mario vs. Donkey Kong: Tipping Stars,18,0,0.01
2002,0,6,0,42.7,Kelly Slater's Pro Surfer,6,4,0.33
2007,2,779,3,41.75,Etrian Odyssey,3,0,0.33
2003,0,397,2,29.5,Ford Racing 2,6,87,1.0
2006,1,52,6,48.15,Tom Clancy's Rainbow Six: Vegas,4,5,1.95
2008,3,623,7,31.65,We Cheer,0,11,0.52
2007,0,35,0,35.55,FIFA Soccer 08,0,7,1.02
2003,2,143,6,27.0,RTX Red Rock,6,18,0.08
2016,1,52,8,40.8,Assassin's Creed The Ezio Collection,17,5,0.08
2011,2,23,7,36.8,The Sims 3: Generations,14,7,0.63
2008,0,35,0,27.3,Celebrity Sports Showdown,0,7,0.45
2015,1,104,8,41.4,Assassin's Creed Syndicate,9,5,3.39
2011,2,128,8,45.7,inFAMOUS 2,5,3,1.82
2016,1,888,8,28.25,Carmageddon: Max Damage,9,541,0.01
2009,3,9,9,37.6,Teenage Mutant Ninja Turtles: Smash-Up,0,5,0.35
2005,3,244,8,38.6,Dragon Ball GT: Transformation,8,10,0.28
2009,0,150,2,44.4,Need for Speed: Shift,14,7,0.06
2009,0,1027,2,39.5,Race Pro,4,10,0.17
2014,1,846,10,45.7,The Wolf Among Us,9,173,0.21
2010,3,50,8,43.45,LEGO Harry Potter: Years 1-4,14,19,0.03
2010,1,289,6,46.05,Vanquish,5,8,0.61
2011,2,381,6,38.0,Brink,14,6,0.18
2006,2,48,8,40.4,Power Stone Collection,16,12,0.1
2010,2,571,9,27.75,The Fight: Lights Out,5,3,0.59
2014,1,3,8,52.65,Grand Theft Auto V,9,2,12.61
2009,2,40,6,50.15,Metroid Prime: Trilogy,0,0,0.61
2006,3,179,11,43.95,Age of Empires: The Age of Kings,3,28,0.22
2012,3,9,8,42.0,Dokuro,22,66,0.01
2011,0,525,10,36.6,Mystery Case Files: The Malgrave Incident,0,0,0.32
2016,3,182,8,37.9,LEGO Marvel's Avengers,18,19,0.24
2012,0,0,1,46.05,New Super Mario Bros. U,18,0,5.22
2003,1,719,8,37.85,Nightshade,6,8,0.12
2003,1,248,6,31.85,Judge Dredd: Dredd Vs Death,13,23,0.02
2009,1,218,11,27.4,Stormrise,4,8,0.15
2013,1,3,8,52.55,Grand Theft Auto V,4,2,16.27
2013,0,294,2,42.85,GRID 2,14,34,0.06
2007,1,1042,6,39.95,Dementium: The Ward,3,81,0.17
2005,2,18,9,48.5,Fight Night Round 2,6,7,0.87
2010,2,223,5,34.45,SingStar Dance,5,3,0.52
2007,2,83,8,26.6,Fantastic Four: Rise of the Silver Surfer,5,2,0.15
2014,3,746,3,30.9,Fossil Fighters: Frontier,10,0,0.36
2012,0,949,10,50.4,Journey,5,16,0.21
2011,1,391,6,45.35,Bulletstorm,5,7,0.53
2011,0,57,0,41.95,Madden NFL 12,4,7,2.69
2007,2,22,6,34.55,Medal of Honor: Vanguard,6,7,0.03
2010,2,143,8,32.4,Star Wars: The Force Unleashed II,14,18,0.03
2006,2,48,6,43.05,Lost Planet: Extreme Condition,4,12,1.34
2012,2,48,8,35.15,Capcom Digital Collection,4,12,0.02
2008,3,166,8,35.5,Tak and the Guardians of Gross,0,28,0.16
1999,1,14,3,44.0,Parasite Eve II,12,9,0.58
2011,0,861,0,24.2,MotionSports: Adrenaline,4,5,0.27
2007,3,46,11,40.45,Front Mission,3,15,0.04
2004,1,342,6,36.4,Serious Sam: Next Encounter,6,63,0.07
2006,2,503,9,38.3,Naruto: Ultimate Ninja Heroes,16,25,0.26
2006,1,48,8,46.3,Dead Rising,4,12,2.08
2005,2,48,8,35.7,Devil Kings,6,12,0.25
2009,2,1102,3,37.65,Hexyz Force,16,91,0.14
2011,3,50,8,40.0,LEGO Pirates of the Caribbean: The Video Game,4,32,1.03
2007,3,1001,8,34.15,Disney's Meet the Robinsons,0,32,0.19
2006,2,420,8,48.05,Bully,6,2,0.94
2009,3,832,4,35.15,Puzzle Kingdoms,3,84,0.13
2000,0,951,9,15.0,HBO Boxing,12,30,0.21
2006,0,85,0,35.45,Winning Eleven: Pro Evolution Soccer 2007,3,14,0.17
2010,3,187,2,44.6,Blur,5,4,0.72
2002,0,733,0,45.95,High Heat Major League Baseball 2003,6,76,0.37
2003,0,272,2,35.95,Tokyo Xtreme Racer 3,6,105,0.91
2007,2,38,8,41.1,Prince of Persia: Rival Swords,16,5,0.11
2006,2,1632,11,37.65,Tycoon City: New York,14,10,0.02
2013,0,18,0,22.85,NBA Live 14,9,7,0.24
2003,0,138,0,45.4,NCAA March Madness 2004,6,7,1.03
2004,0,845,0,35.7,Tiger Woods PGA Tour,3,7,0.14
2011,0,315,8,33.5,PokePark 2: Wonders Beyond,0,0,0.75
2011,1,259,6,43.6,Rage,5,6,1.31
2005,1,69,8,40.5,Castlevania: Curse of Darkness,13,14,0.12
2005,0,254,0,39.8,Rugby 2005,6,7,0.09
2009,0,1435,3,32.75,Black Sigil: Blade of the Exiled,3,330,0.05
2003,0,826,1,26.35,Superman: Countdown to Apokolips,8,10,0.04
2006,2,156,9,44.3,WWE SmackDown vs. RAW 2007,6,28,2.58
2014,3,376,0,32.55,Kinect Sports Rivals,17,1,0.6
2003,1,308,6,47.5,Max Payne 2: The Fall of Max Payne,14,2,0.03
2008,2,48,6,37.0,Lost Planet: Extreme Condition,5,12,0.64
2008,0,0,7,40.3,Animal Crossing: City Folk,0,0,4.62
2011,3,580,3,31.45,Rune Factory: Tides of Destiny,5,214,0.23
2007,3,303,3,43.55,Final Fantasy XII: Revenant Wings,3,15,1.37
2007,1,134,6,52.45,BioShock,4,2,2.83
2006,2,552,3,41.05,Dungeon Siege: Throne of Agony,16,2,0.16
2012,2,371,9,34.95,Tekken 3D: Prime Edition,10,0,0.2
2006,2,0,8,52.6,The Legend of Zelda: Twilight Princess,19,0,1.59
2008,0,275,5,28.75,Disney Sing It,5,32,0.37
2007,2,548,2,33.0,Juiced 2: Hot Import Nights,14,28,0.01
2003,0,239,0,30.65,Harry Potter: Quidditch World Cup,8,7,0.39
2012,1,100,6,48.6,Borderlands 2,4,2,3.05
2014,2,418,3,43.0,Oreshika: Tainted Bloodlines,22,3,0.15
2010,1,214,8,45.5,Just Cause 2,5,15,1.75
2010,2,49,3,33.55,White Knight Chronicles II,5,3,0.63
2004,0,878,4,40.7,Polarium,3,0,0.26
2002,2,117,9,37.45,Dragon Ball Z: Budokai,6,10,3.09
2002,2,65,8,45.35,The Lord of the Rings: The Two Towers,19,7,0.53
2007,3,841,3,35.3,Wild ARMs XF,16,11,0.14
2007,0,35,0,39.15,NBA Live 08,4,7,0.52
2014,2,180,5,43.3,Hatsune Miku: Project Diva F 2nd,5,8,0.25
2011,2,475,8,27.4,X-Men: Destiny,5,4,0.24
2008,3,432,8,40.8,Kung Fu Panda,6,4,0.65
2003,2,410,7,40.35,Jurassic Park: Operation Genesis,14,23,0.02
2007,2,52,8,38.85,Prince of Persia: Rival Swords,0,5,0.29
1999,1,85,8,47.6,Silent Hill,12,14,1.6
2003,0,67,2,36.7,Crash Nitro Kart,19,23,0.26
2009,0,677,4,46.1,Peggle: Dual Shot,3,209,0.12
2005,0,167,2,43.7,MX vs. ATV Unleashed,6,28,1.03
2005,1,1509,6,25.75,Without Warning,6,12,0.04
2011,2,1433,7,33.55,IL-2 Sturmovik: Cliffs of Dover,14,5,0.05
2005,0,35,2,25.55,Need for Speed: Most Wanted,3,7,0.27
2011,3,22,0,46.75,NHL 12,5,7,0.58
2009,0,969,8,29.4,Planet 51,0,8,0.2
2008,3,560,1,39.9,Secret Agent Clank,16,3,0.13
2003,0,46,3,47.4,Final Fantasy Tactics Advance,8,9,2.13
2009,2,294,2,48.6,DiRT 2,14,34,0.05
2009,1,116,3,46.95,Dragon Age: Origins,4,7,2.56
2003,0,12,1,41.15,Rayman 3: Hoodlum Havoc,14,5,0.03
2002,2,521,3,45.65,Icewind Dale II,14,117,0.01
2002,1,1669,8,50.7,Grand Theft Auto III,14,2,0.01
2007,2,649,3,27.55,Alien Syndrome,0,8,0.06
2014,1,82,8,37.45,Assassin's Creed: Unity,9,5,3.96
1999,0,35,2,47.25,Need For Speed: High Stakes,12,7,2.31
2009,0,564,0,34.65,Major League Baseball 2K9,4,130,0.61
2006,1,126,8,45.7,Hitman: Blood Money,6,21,0.5
2010,0,18,0,47.75,FIFA Soccer 11,4,7,3.52
2010,2,491,8,31.5,TRON: Evolution,14,32,0.07
2011,3,50,8,41.65,LEGO Star Wars III: The Clone Wars,5,18,1.16
2006,3,1326,11,22.7,Tank Beat,3,162,0.02
2010,2,368,5,46.9,DJ Hero 2,5,4,0.75
2004,0,18,0,48.5,NCAA Football 2005,19,7,0.22
2008,3,12,0,43.35,Shaun White Snowboarding: Road Trip,0,5,1.66
2008,0,79,5,25.65,Carnival Games,3,2,2.03
2002,2,22,0,42.05,Knockout Kings 2002,6,7,0.91
2007,0,388,0,43.9,Tiger Woods PGA Tour 08,4,7,0.54
2003,0,69,8,32.5,Teenage Mutant Ninja Turtles,19,14,0.34
2009,2,93,8,31.85,The Lord of the Rings: Conquest,14,7,0.02
2005,1,100,6,48.0,Brothers In Arms: Road to Hill 30,13,5,0.66
2007,1,77,6,52.45,The Orange Box,4,7,1.82
2008,1,119,8,44.55,Saints Row 2,4,28,3.03
2013,2,542,9,43.65,Darkstalkers Resurrection,5,12,0.03
2014,0,83,0,45.0,NBA 2K15,9,2,2.45
2012,2,472,9,28.9,Reality Fighters,22,3,0.12
2008,0,47,1,50.9,LittleBigPlanet,5,3,5.82
2005,0,83,8,46.35,NBA 2K6,13,2,0.36
2003,2,311,8,39.2,Hulk,19,20,0.19
2014,2,156,0,30.85,WWE 2K15,17,2,0.57
2015,1,101,8,51.15,Metal Gear Solid V: The Phantom Pain,17,14,0.75
2004,0,24,3,42.5,Pokémon Emerald Version,8,0,6.41
2015,2,368,5,43.05,Guitar Hero Live,17,4,0.55
2008,2,351,6,34.6,Fracture,4,18,0.33
2006,0,35,0,34.35,FIFA Street 2,19,7,0.11
2004,0,67,1,36.8,Crash Bandicoot Purple: Ripto's Rampage,8,23,0.64
2009,1,198,8,30.9,Way of the Samurai 3,4,161,0.21
2012,2,325,8,39.2,Asura's Wrath,5,12,0.4
2008,0,0,2,45.15,Mario Kart Wii,0,0,35.52
2002,2,162,8,34.55,Gauntlet: Dark Legacy,19,39,0.18
2010,0,306,2,45.9,F1 2010,5,34,1.34
2014,1,920,3,24.2,Risen 3: Titan Lords,4,41,0.06
2012,1,216,6,47.3,Max Payne 3,14,2,0.43
2015,2,13,6,46.0,Destiny: The Taken King,9,4,1.93
2002,2,163,6,27.75,Murakumo: Renegade Mech Pursuit,13,227,0.11
2005,2,479,9,29.85,Marvel Nemesis: Rise of the Imperfects,19,7,0.38
2007,3,69,7,36.2,Dance Dance Revolution Universe 2,4,14,0.5
2000,2,188,8,41.9,Dynasty Warriors 2,6,28,0.83
2003,2,424,1,32.8,Futurama,6,113,0.07
2003,2,60,0,49.35,Tony Hawk's Underground,6,4,3.9
2011,3,50,8,40.0,LEGO Pirates of the Caribbean: The Video Game,0,32,1.55
2007,0,421,0,44.6,MLB 07: The Show,16,3,0.28
2007,2,827,8,34.1,Heatseeker,0,34,0.1
2009,3,560,1,38.65,Jak and Daxter: The Lost Frontier,16,3,0.61
2008,2,1468,10,27.1,Lux-Pain,3,70,0.04
2005,2,49,3,45.7,Rogue Galaxy,6,3,0.84
2007,2,60,5,46.45,Guitar Hero III: Legends of Rock,4,4,4.53
2002,0,913,0,43.75,MLB SlugFest 20-03,19,39,0.15
2001,0,18,0,48.9,NHL 2002,13,7,0.27
2007,2,88,11,48.55,World in Conflict,14,23,0.04
2006,2,176,3,46.35,Guild Wars: Nightfall,14,42,0.03
2004,0,260,1,39.5,Tak 2: The Staff of Dreams,6,28,0.62
2002,2,103,6,42.75,James Bond 007: Nightfire,6,7,3.33
2007,0,57,2,31.0,NASCAR 08,5,7,0.23
2010,3,325,3,41.95,Solatorobo: Red the Hunter,3,0,0.2
2006,1,203,8,43.6,Def Jam Fight For NY: The Takeover,16,7,0.09
2010,1,606,6,44.55,Metro 2033,14,28,0.24
2011,0,83,0,48.85,NBA 2K12,4,2,2.62
2010,2,23,7,42.2,The Sims 3,5,7,1.94
2007,1,794,6,35.25,Clive Barker's Jericho,14,34,0.01
2012,2,1508,3,37.15,Legasista,5,131,0.04
2006,2,78,3,44.25,Neverwinter Nights 2,14,10,0.02
2013,0,83,0,44.45,NBA 2K14,5,2,2.11
2010,3,22,0,47.85,NHL 11,4,7,0.73
1998,2,69,3,45.2,Suikoden II,12,14,0.68
2009,2,167,8,40.4,Deadly Creatures,0,28,0.22
2003,0,80,1,39.75,Spyro: Attack of the Rhynocs,8,20,0.3
2007,0,600,7,36.9,Purr Pals,3,28,0.55
2008,1,527,8,24.8,Golden Axe: Beast Rider,5,8,0.32
2005,1,48,8,46.5,Devil May Cry 3: Dante's Awakening,6,12,2.09
2002,2,9,3,37.25,Grandia Xtreme,6,24,0.38
2012,2,728,2,39.0,Ridge Racer Unbounded,5,25,0.17
2013,1,537,8,35.95,Killer is Dead,5,41,0.23
2002,0,244,3,29.95,Dragon Ball Z: The Legacy of Goku,8,52,1.69
2003,0,852,2,30.3,Drome Racers,19,7,0.03
2009,3,185,8,34.8,Monsters vs. Aliens,4,4,0.17
2002,2,69,0,25.35,Evolution Skateboarding,6,14,0.26
2002,0,226,3,47.75,Golden Sun: The Lost Age,8,0,1.22
2008,2,162,9,39.75,Mortal Kombat vs. DC Universe,4,39,1.93
2003,2,188,8,43.65,Dynasty Warriors 4,6,48,2.11
2004,2,624,0,43.25,MLB SlugFest Loaded,6,39,0.3
2012,1,880,3,28.6,Game of Thrones,4,82,0.25
2007,3,275,4,46.0,Crush,16,8,0.08
1999,2,236,3,44.9,Valkyrie Profile,12,24,0.81
2009,2,355,3,46.4,Shin Megami Tensei: Devil Survivor,3,91,0.26
2009,2,783,11,41.2,Battlestations: Pacific,14,21,0.03
2002,2,38,9,40.4,Godzilla: Destroy All Monsters Melee,19,10,0.71
2005,0,18,0,47.8,MVP Baseball 2005,6,7,1.54
2011,2,266,6,43.7,Uncharted: Golden Abyss,22,3,1.53
2005,1,400,6,45.55,TimeSplitters: Future Perfect,19,7,0.08
2014,3,364,6,41.7,Plants vs. Zombies: Garden Warfare,17,7,0.69
2010,2,179,5,48.95,Rock Band 3,0,31,0.63
2015,2,117,9,37.1,Dragon Ball: XenoVerse,17,25,0.32
2002,2,864,5,27.2,Lowrider,6,234,0.26
2005,1,67,6,47.7,Doom 3,13,4,1.34
2003,3,595,8,33.55,Naruto: Ninja Council,8,99,0.22
2005,0,35,0,40.35,FIFA Soccer,16,7,0.12
2003,1,1236,6,31.5,RLH: Run Like Hell,13,291,0.04
2005,1,248,6,42.45,Sniper Elite,6,5,0.19
2008,3,723,2,35.5,SBK Superbike World Championship,4,195,0.21
2008,0,579,3,36.9,Rhapsody: A Musical Adventure,3,131,0.05
2016,2,567,3,47.6,Odin Sphere: Leifthrasir,9,131,0.2
2014,3,182,8,38.1,The LEGO Movie Videogame,4,19,1.27
2012,1,522,8,29.25,Blades of Time,4,14,0.1
2008,2,188,8,31.75,Warriors Orochi 2,16,48,0.29
2010,3,164,2,43.6,Split/Second,14,32,0.04
2008,2,58,5,32.65,AC/DC LIVE: Rock Band Track Pack,5,31,0.24
2009,3,342,4,31.75,Overlord: Minions,3,34,0.07
2016,3,182,8,38.05,LEGO Marvel's Avengers,17,19,0.35
2006,2,149,6,36.0,Tom Clancy's Ghost Recon Advanced Warfighter,13,5,0.33
2003,0,80,1,34.85,Spy Kids 3-D: Game Over,8,32,0.33
2003,0,429,2,42.8,Top Gear Rally,8,188,0.09
2011,2,156,9,39.45,WWE '12,5,28,1.17
2007,0,57,0,41.0,Madden NFL 08,19,7,0.08
2008,2,50,8,37.0,The Chronicles of Narnia: Prince Caspian,6,32,0.4
2002,0,294,2,46.85,Colin McRae Rally 3,6,34,1.4
2007,0,1460,7,34.3,Ship Simulator 2008,14,562,0.01
2007,3,117,9,39.25,Draglade,3,11,0.1
2009,0,12,0,33.6,Your Shape featuring Jenny McCarthy,0,5,2.12
2003,2,294,2,43.75,Pro Race Driver,13,34,0.04
2011,1,1128,6,41.65,Red Orchestra 2: Heroes of Stalingrad,14,318,0.14
2015,1,214,8,39.0,Just Cause 3,17,15,0.9
2004,0,476,2,48.05,RalliSport Challenge 2,13,1,0.27
2006,2,57,8,28.6,Superman Returns,4,7,0.26
2010,3,313,0,37.05,High Velocity Bowling,5,3,0.15
2008,1,493,6,39.75,Dark Sector,4,58,0.48
2002,0,32,8,41.15,Pac-Man World 2,19,0,0.37
2005,0,67,0,46.35,Tony Hawk's American Sk8land,3,4,0.21
2009,3,233,8,41.95,The Last Guy,5,3,0.03
2005,2,89,7,35.95,The Sims 2,16,7,1.37
2005,0,0,7,47.35,Animal Crossing: Wild World,3,0,12.13
2006,0,97,0,43.95,Tiger Woods PGA Tour 07,4,7,0.48
2006,3,635,10,33.25,Avatar: The Last Airbender,19,28,0.5
2013,1,405,8,41.4,Tom Clancy's Splinter Cell: Blacklist,18,5,0.12
2015,0,208,5,36.25,Mario Party 10,18,0,1.58
2013,3,374,1,37.2,Skylanders SWAP Force,10,4,0.24
2010,0,285,8,32.9,Create,4,7,0.14
2015,0,18,0,44.45,Madden NFL 16,9,7,3.24
2006,0,18,0,47.8,NCAA Football 07,6,7,1.7
2006,3,1502,6,23.2,Greg Hastings' Tournament Paintball Max'd,3,4,0.04
2001,1,436,6,40.75,Syphon Filter 3,12,3,0.52
2005,3,213,8,38.0,Ty the Tasmanian Tiger 3: Night of the Quinkan,19,4,0.09
2010,2,337,9,25.95,Tournament of Legends,0,8,0.06
2009,1,7,6,50.15,Call of Duty: Modern Warfare 2,4,4,13.47
2014,3,695,2,43.1,Trials Fusion,9,5,0.42
2004,0,117,1,43.7,Sonic Advance 3,8,28,1.4
2008,3,139,2,47.45,Burnout Paradise,4,7,1.35
2012,3,182,8,44.25,LEGO The Lord of the Rings,4,19,1.23
2007,3,206,3,26.8,InuYasha: Secret of the Divine Jewel,3,25,0.09
2011,2,381,6,36.9,Brink,4,6,1.03
2009,3,565,8,32.5,Chaotic: Shadow Warriors,4,4,0.16
2009,1,1510,8,39.4,Saints Row 2,14,28,0.04
2013,1,12,8,46.95,Assassin's Creed IV: Black Flag,4,5,3.3
2010,3,832,4,39.9,Puzzle Quest 2,3,58,0.11
2008,2,75,8,49.45,Okami,0,12,0.6
2009,1,267,8,41.5,Resident Evil: The Darkside Chronicles,0,12,1.05
2001,0,35,0,44.9,NBA Live 2002,12,7,0.52
2002,0,201,1,30.05,Spyro: Enter the Dragonfly,6,20,1.97
2006,2,430,3,43.4,Blue Dragon,4,1,0.92
2005,1,218,8,41.2,Spartan: Total Warrior,6,8,0.22
2007,0,114,8,42.15,Retro Game Challenge,3,25,0.11
2002,0,83,0,48.5,NBA 2K3,6,8,1.05
2003,2,1090,6,43.6,Medal of Honor: Infiltrator,8,7,0.15
2006,3,635,10,30.9,Avatar: The Last Airbender,0,28,0.28
2013,1,289,8,44.9,Metal Gear Rising: Revengeance,4,14,0.48
2007,0,39,0,36.9,Rockstar Games presents Table Tennis,0,2,1.26
2006,2,231,6,40.5,Metal Slug Anthology,0,153,0.14
2010,0,285,8,33.1,Create,5,7,0.16
2011,2,542,10,35.05,Back to the Future: The Game,0,173,0.05
2011,3,1393,10,41.45,The Next BIG Thing,14,82,0.06
2005,3,125,1,25.5,Shadow The Hedgehog,6,8,0.6
2002,2,238,8,33.9,Altered Beast: Guardian of the Realms,8,28,0.09
1998,0,85,0,51.35,ISS Pro Evolution,12,14,0.76
2007,0,589,5,31.4,Bomberman Land,16,123,0.06
2009,2,93,8,31.0,The Lord of the Rings: Conquest,4,7,0.63
2001,0,0,7,47.95,Animal Crossing,19,0,3.15
2008,2,450,9,39.1,Dragon Ball Z: Burst Limit,5,10,0.85
2003,0,18,0,48.6,Tiger Woods PGA Tour 2004,13,7,0.62
2013,1,207,6,50.75,BioShock Infinite,4,2,1.93
2002,0,167,2,40.75,Star Wars Racer Revenge,6,18,0.31
2014,1,218,6,42.9,Alien: Isolation,17,8,0.51
2009,2,185,5,40.85,Guitar Hero: Smash Hits,0,4,0.58
2005,0,35,0,37.35,MVP Baseball,16,7,0.21
2006,1,1409,8,40.3,Gun Showdown,16,4,0.06
2012,1,896,8,43.0,Hitman: Absolution,14,15,0.24
2008,2,594,8,38.75,Kenka Bancho: Badass Rumble,16,130,0.28
2005,2,69,1,48.75,Castlevania: Dawn of Sorrow,3,14,0.43
2005,0,626,0,36.85,True Swing Golf,3,0,0.16
2011,1,1009,10,37.6,Corpse Party: Book of Shadows,16,357,0.04
2008,3,1035,8,23.25,SPRay,0,48,0.04
2005,0,196,3,35.05,Pokémon Mystery Dungeon: Blue Rescue Team,3,0,2.02
2009,1,920,3,42.55,Risen,14,41,0.14
2011,2,589,9,32.6,Bleach: Soul Resurreccion,5,131,0.49
2015,0,294,2,34.65,F1 2015,17,34,0.25
2003,2,360,3,42.75,EverQuest Online Adventures: Frontiers,6,75,0.19
2001,2,1317,6,22.4,Hidden Invasion,6,313,0.08
2012,2,489,9,43.85,SoulCalibur V,5,25,0.75
2012,2,66,8,41.25,PlayStation All-Stars Battle Royale,22,3,0.45
2012,2,760,11,43.0,Tropico 4: Modern Times,14,206,0.02
2008,0,452,1,37.7,Wall-E,6,28,0.75
2002,2,85,6,42.3,Contra: Shattered Soldier,6,14,0.58
2009,2,54,8,49.85,Batman: Arkham Asylum,14,21,0.32
2002,1,198,8,41.1,Way of the Samurai,6,21,0.51
2004,1,1008,6,26.15,Vietcong: Purple Haze,6,212,0.18
2007,2,383,6,47.05,Tom Clancy's Ghost Recon Advanced Warfighter 2,4,5,1.02
2008,2,1377,3,42.75,Crimson Gem Saga,16,8,0.06
2008,2,1396,10,39.3,Secret Files: Tunguska,3,41,0.05
2004,2,243,3,37.75,The Lord of the Rings: The Third Age,8,7,0.22
2003,2,775,9,39.8,The King of Fighters 2000/2001,6,153,0.11
2002,2,103,6,42.9,James Bond 007: Nightfire,13,7,0.82
2002,0,269,0,32.0,Virtua Striker 2002,19,8,0.05
2009,2,496,9,47.7,BlazBlue: Calamity Trigger,5,148,0.57
2009,2,522,7,44.2,IL-2 Sturmovik: Birds of Prey,4,11,0.51
2002,2,52,8,50.75,Tom Clancy's Splinter Cell,13,5,3.02
2006,0,35,0,38.9,Rugby 06,6,7,0.05
2011,2,72,8,31.3,Transformers: Dark of the Moon,5,4,0.34
2003,2,422,8,13.15,Charlie's Angels,19,5,0.02
2013,2,1622,3,38.45,Battle Princess of Arcadias,5,131,0.02
2004,1,429,6,34.65,Unreal II: The Awakening,13,10,0.21
2012,1,237,8,48.45,Dishonored,5,6,1.53
2008,2,117,9,27.95,Dragon Ball Z: Infinite World,6,25,0.36
2009,0,283,4,32.0,Drawn to Life: The Next Chapter,0,28,0.75
2010,3,355,3,47.0,Radiant Historia,3,91,0.29
2009,1,7,6,50.15,Call of Duty: Modern Warfare 2,5,4,10.6
2013,0,293,11,29.95,Angry Birds Star Wars,17,4,0.16
2002,1,32,6,40.95,Dead to Rights,6,7,1.36
2006,2,939,6,38.9,Full Auto,4,8,0.22
2005,2,22,8,39.9,From Russia With Love,13,7,0.2
2009,0,240,5,30.5,Deal or No Deal,0,74,1.29
2003,1,3,8,42.15,Manhunt,6,2,1.28
2002,0,413,2,42.6,Grand Prix Challenge,6,10,0.08
2012,1,12,8,43.1,Assassin's Creed III,14,5,0.93
2012,2,247,3,39.45, Tales of Xillia 2,5,25,0.84
2015,1,171,8,41.45,Dying Light,14,19,0.2
2014,1,357,8,38.9,Castlevania: Lords of Shadow 2,4,14,0.09
2008,3,260,10,32.9,Bolt,5,32,0.19
2012,1,52,6,48.1,Far Cry 3,14,5,0.96
2009,1,1531,6,44.75,Red Faction: Guerrilla,14,28,0.03
2001,2,1399,11,41.3,Cossacks: European Wars,14,516,0.03
2008,2,67,5,40.1,Guitar Hero: Aerosmith,0,4,1.27
2002,0,624,0,40.8,NFL Blitz 20-03,6,39,0.44
2007,0,197,2,14.35,Cruis'n,0,39,0.12
2012,1,311,8,40.5,[Prototype 2],4,4,0.79
2011,1,391,6,45.8,Bulletstorm,4,7,1.02
2015,3,883,3,37.05,The Legend of Legacy,10,242,0.25
2010,1,258,6,40.15,Army of Two: The 40th Day,4,7,0.95
2008,2,540,5,41.7,Scene It? Box Office Smash,4,1,0.65
2005,2,103,8,36.6,Batman Begins,19,7,0.15
2002,2,311,8,27.65,James Cameron's Dark Angel,13,23,0.07
2007,3,772,1,43.3,Mega Man ZX Advent,3,12,0.33
2010,1,267,3,38.2,NieR,5,15,0.61
2014,0,296,1,35.05,Yoshi's New Island,10,0,1.38
2016,2,218,11,46.65,Total War: WARHAMMER,14,8,0.13
2011,0,960,8,29.75,Frogger 3D,10,14,0.21
2007,2,508,8,30.9,Dynasty Warriors Gundam,4,25,0.19
2009,0,0,0,44.0,Wii Sports Resort,0,0,32.77
2003,0,91,7,45.3,Harvest Moon: Friends of Mineral Town,8,5,0.59
2013,3,260,8,40.25,Disney Infinity,4,32,1.44
2006,1,691,6,21.95,25 to Life,6,21,0.42
2006,0,281,1,31.3,SpongeBob SquarePants: Creature from the Krusty Krab,0,28,0.49
2013,3,195,1,50.35,Rayman Legends,18,5,0.66
2005,2,249,0,45.5,Tony Hawk's Underground 2 Remix,16,4,0.82
2010,2,218,11,44.45,Napoleon: Total War,14,8,0.66
2011,2,1200,7,22.05,JASF: Jane's Advanced Strike Fighters,5,41,0.11
2002,0,32,1,43.65,Klonoa 2: Dream Champ Tournament,8,25,0.03
2006,2,548,2,36.6,Juiced: Eliminator,16,28,0.42
2007,2,257,8,43.65,Heavenly Sword,5,3,1.65
2010,0,20,5,37.7,Wii Party,0,0,8.38
2009,0,167,2,40.8,MX vs. ATV Reflex,4,28,0.72
2008,1,187,6,39.25,The Club,5,8,0.23
2008,3,656,2,22.6,Emergency Heroes,0,5,0.47
2007,1,587,8,31.05,300: March to Glory,16,19,0.41
2005,2,48,3,39.8,Monster Hunter Freedom,16,12,1.34
2003,1,231,8,37.7,RoadKill,13,39,0.08
2007,0,179,2,33.9,Sonic Rivals 2,16,8,1.48
2014,1,1009,10,33.7,Corpse Party: Blood Drive,22,214,0.18
2005,0,35,0,48.2,NBA Street V3,19,7,0.29
2008,2,418,3,35.9,Phantasy Star Portable,16,8,0.94
2015,0,57,8,32.15,Rory McIlroy PGA Tour,17,7,0.27
2004,0,32,2,48.1,Ridge Racer,16,3,1.4
2002,2,41,11,50.55,Warcraft III: Reign of Chaos,14,23,0.13
2008,1,46,3,36.45,The Last Remnant,4,15,0.68
2011,2,496,9,45.25,Blazblue: Continuum Shift Extend,22,148,0.11
