Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Dragon Ball Z: The Legacy of Goku II,9,2003,4,10,1.09,244,1,41.95
Kamen Rider Battle: Ganbaride,4,2010,12,25,0.14,0,0,0.0
Formula One World Championship: Beyond the Limit,25,1994,3,8,0.07,0,0,0.0
Full Auto,5,2006,7,8,0.22,939,3,38.9
Shining Force CD,25,1994,12,8,0.14,0,0,0.0
Tiny Toon Adventures: Toonenstein - Dare to Scare,13,1998,9,313,0.05,0,0,0.0
Star Trek: Tactical Assault,17,2006,12,5,0.03,1403,1,35.95
World Soccer Winning Eleven 5 Final Evolution,7,2001,1,14,0.45,0,0,0.0
One Piece Mansion,13,2001,9,12,0.02,48,1,31.0
Amagami,7,2009,11,155,0.13,0,0,0.0
Monsters vs. Aliens,6,2009,9,4,0.3,185,4,35.25
Starry ? Sky: In Autumn,17,2010,6,418,0.03,0,0,0.0
Samurai Western,7,2004,9,11,0.08,198,2,32.8
"Saiyuuki: Kinkaku, Ginkaku no Inbou",4,2007,4,58,0.09,0,0,0.0
Juusanshi Engi Engetsu Sangokuden 2,17,2014,9,323,0.02,0,0,0.0
Noddy in Toyland,4,2011,6,98,0.05,0,0,0.0
NCAA Football 2004,14,2003,1,7,0.43,18,1,48.4
Kamen Rider Kabuto,7,2006,9,25,0.06,0,0,0.0
Rudolph the Red-Nosed Reindeer,1,2010,9,67,0.16,337,1,0.0
WWE 2K16,6,2015,1,2,0.51,156,3,3.0
Wipeout 2,6,2011,6,4,0.12,568,4,0.0
Serious Sam II,15,2005,7,2,0.01,1076,2,40.5
HotBrain,17,2007,5,39,0.03,0,0,0.0
Slayers Royal,13,1998,4,154,0.08,0,0,0.0
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,7,2006,11,14,0.04,0,0,0.0
Jumper: Griffin's Story,5,2008,9,21,0.06,724,3,16.15
WWE All Stars,1,2011,10,28,0.19,166,3,37.5
Kung Fu Panda 2,6,2011,9,28,0.09,0,0,0.0
Kisuato,23,2015,11,498,0.03,0,0,0.0
Toy Story 3: The Video Game,17,2010,9,32,0.65,0,0,0.0
pro evolution soccer 2011,5,2010,1,14,0.61,69,1,42.45
Deception IV: Blood Ties,23,2014,9,48,0.13,1023,2,37.25
Captain Toad: Treasure Tracker,19,2014,5,0,1.19,28,1,44.8
Ultimate Game Room,4,2009,6,35,0.04,1111,1,0.0
Madden NFL 11,17,2010,1,7,0.38,57,1,0.0
EyeCreate,6,2007,6,3,0.08,0,0,0.0
Tomb Raider (2013),18,2014,9,15,0.61,0,0,0.0
The Beatles: Rock Band,5,2009,6,31,1.3,58,3,48.8
LEGO Star Wars III: The Clone Wars,11,2011,9,18,1.13,50,4,36.55
Go Diego Go! Safari Rescue,1,2008,9,2,0.52,0,0,0.0
Aegis of Earth: Protonovus Assault,10,2016,9,148,0.03,198,3,32.4
Jewel Master Egypt,4,2009,5,143,0.53,615,1,28.0
Toro to Morimori,6,2009,6,3,0.01,0,0,0.0
Power Spike Pro Beach Volleyball,13,2000,1,52,0.05,1449,1,24.0
TMNT: Mutant Melee,20,2005,10,14,0.07,170,3,23.4
Soviet Strike,13,1996,8,7,1.17,0,0,0.0
The Sims 3,11,2011,8,7,0.76,107,3,27.65
Lumines: Puzzle Fusion,17,2004,5,5,1.11,0,0,0.0
WipEout 64,12,1998,3,39,0.43,0,0,0.0
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,4,2010,9,197,0.06,0,0,0.0
Dragonseeds,13,1998,9,163,0.1,0,0,0.0
Blaster Master: Blasting Again,13,2000,7,240,0.25,0,0,0.0
Top Spin 3,1,2008,9,2,0.58,573,1,36.85
Battlestar Galactica,14,2003,7,23,0.08,634,3,31.5
Gears of War,5,2006,7,1,6.09,37,2,51.15
Loons: The Fight For Fame,14,2002,9,10,0.07,0,0,0.0
The Amazing Spider-Man 2 (2014),5,2014,9,4,0.23,0,0,0.0
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,23,2015,8,242,0.03,0,0,0.0
Atari Flashback Classics: Volume 1,18,2016,6,10,0.02,1134,1,0.0
Army of Two,5,2008,7,7,1.64,258,2,39.8
Sonic Rush Adventure,4,2007,2,8,1.15,117,1,43.1
Sonic Mega Collection Plus,7,2004,6,8,2.9,125,1,40.8
Ninja Gaiden 3,5,2012,9,48,0.25,225,2,31.2
Forza Horizon,5,2012,3,1,1.96,202,3,46.7
 Frozen: Olaf's Quest,11,2013,2,32,0.6,0,0,0.0
Ford Racing Off Road,17,2008,3,171,0.14,652,1,23.5
Baja: Edge of Control,5,2008,3,28,0.2,954,1,36.05
Spyro: Season of Ice,9,2001,2,23,2.23,80,1,41.0
Call of Duty: World at War,1,2008,7,4,1.94,181,2,45.3
TimeShift,15,2007,7,23,0.01,703,2,39.3
Penny Racers,12,1998,3,28,0.06,0,0,0.0
Reversal Challenge,4,2009,6,406,0.02,1018,1,0.0
Gyakuten Saiban 3,9,2004,11,12,0.17,0,0,0.0
All Kamen Rider: Rider Generation,4,2011,9,25,0.12,0,0,0.0
Batman: Vengeance,9,2001,11,5,0.18,52,1,34.0
Sengoku Otome: Legend Battle,23,2016,9,53,0.03,0,0,0.0
Hakuouki: Zuisouroku Portable,17,2010,11,323,0.09,0,0,0.0
Battle vs. Chess,6,0,6,459,0.04,1473,3,0.0
NBA 2K16,10,2015,1,2,3.88,83,4,46.85
Zoo Tycoon,15,2001,12,1,0.03,0,0,0.0
G1 Jockey Wii,1,2007,1,48,0.02,0,0,0.0
Gintama no Sugoroku,17,2013,9,25,0.06,0,0,0.0
Tiger Woods PGA Tour 07,1,0,1,7,0.47,97,1,38.95
Super Robot Taisen W,4,2007,12,56,0.3,0,0,0.0
Bladestorm: The Hundred Years' War,6,2007,9,48,0.28,188,3,32.95
Star Ocean 5: Integrity and Faithlessness,10,2016,4,15,0.33,0,0,0.0
Assassin's Creed IV: Black Flag,15,2013,9,5,0.64,12,2,45.85
Sonic & Sega All-Stars Racing,4,2010,3,8,1.04,0,0,0.0
Teenage Mutant Ninja Turtles II: Back from the Sewers,3,1991,9,14,0.06,0,0,0.0
Goldeneye 007: Reloaded,5,2011,7,4,0.5,103,3,39.0
Angelique Duet,13,1998,12,48,0.04,0,0,0.0
Monster Lab,7,2008,4,21,0.11,179,4,0.0
Spyro: Year of the Dragon,13,2000,2,3,3.71,73,1,49.9
NHL Legacy,6,2015,9,7,0.04,0,0,0.0
3DS Classic Collection,11,2016,6,8,0.03,0,0,0.0
Big Mutha Truckers 2,14,2005,3,87,0.07,453,2,26.7
Iron Man,6,2008,9,8,0.68,527,3,24.1
Auto Destruct,13,1998,9,7,0.08,0,0,0.0
Thrillville: Off the Rails,7,2007,12,18,0.42,173,4,35.85
Dora the Explorer: Game Boy Advance Video Volume 1,9,2004,6,0,0.26,0,0,0.0
XIII,20,2003,7,5,0.09,31,2,40.35
The Lord of the Rings: The Return of the King,9,2003,9,7,0.56,243,3,42.6
Seitokai no Ichizon: DS-suru Seitokai,4,2010,11,154,0.02,0,0,0.0
Polaris SnoCross,12,2000,3,298,0.06,0,0,0.0
Harvest Moon: Friends of Mineral Town,9,2003,8,5,0.59,91,1,45.3
Fallout 3,6,2008,4,6,3.94,17,2,49.0
Schlag den Raab,1,2010,6,25,0.19,0,0,0.0
Jake Power: Policeman,4,2008,11,5,0.05,12,1,0.0
Pokemon Snap,12,1999,8,0,3.63,0,0,0.0
Shark Tale,20,2004,9,4,0.3,142,1,34.5
PopCap Hits! Vol 2,5,2011,6,92,0.02,0,0,0.0
Shin Megami Tensei: Persona,17,2009,4,91,0.22,751,3,43.0
Bratz: Forever Diamondz,7,2006,11,28,0.01,281,1,0.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",7,2005,9,32,0.43,50,3,38.2
Strike Force Bowling,14,2004,1,67,0.04,557,1,27.0
RPG Maker II,7,2002,4,155,0.13,639,1,36.9
Avatar: The Last Airbender,17,2006,11,28,0.11,91,4,31.65
The King of Fighters '97,24,1998,10,244,0.17,0,0,0.0
Sniper: Ghost Warrior 2,15,2013,7,86,0.08,347,2,28.9
NCAA March Madness 2004,14,2003,1,7,0.24,18,1,40.5
Gitaroo Man Lives!,17,2006,6,48,0.04,0,0,0.0
Fallout: Brotherhood of Steel,7,2004,4,291,0.07,1369,2,34.05
Train Simulator 2016,15,2015,8,53,0.04,1501,1,2.0
The Idolmaster: Gravure For You! Vol.8,6,2012,9,25,0.02,0,0,0.0
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,9,2007,6,0,1.21,0,0,0.0
NBA Live 14,18,2013,1,7,0.2,18,1,19.55
Minute to Win It,5,2011,6,74,0.32,784,1,0.0
Starry ? Sky: After Autumn,17,2011,6,315,0.01,0,0,0.0
Gran Turismo,13,1997,3,3,10.95,4,1,52.35
Choro Q 64 2: Hacha Mecha Grand Prix Race,12,1999,3,152,0.05,0,0,0.0
Final Fantasy X International,7,2004,4,15,0.27,0,0,0.0
Test Drive,7,2002,3,10,1.34,305,3,40.2
Major League Baseball 2K7,17,2007,1,2,0.09,83,1,30.5
Crayola: Colorful Journey,1,2009,6,67,0.07,1345,1,0.0
Disney's Chip 'n Dale: Rescue Rangers,2,1990,2,12,1.19,0,0,0.0
Brian Lara Cricket,13,1998,1,34,1.26,0,0,0.0
Hajime no Ippo Portable: Victorious Spirits,17,2007,10,424,0.06,0,0,0.0
Disney Infinity 2.0: Marvel Super Heroes,18,2014,9,32,0.44,0,0,0.0
"WarioWare, Inc.: Mega MicroGame$",9,2003,5,0,1.23,0,0,0.0
SuperCar Challenge,6,2009,3,158,0.03,1065,0,36.4
Sonic and the Black Knight,1,2009,2,8,1.09,125,4,30.45
Disney Sing It,6,2008,6,32,0.37,275,1,28.75
MLB 08: The Show,17,2008,1,3,0.33,421,1,45.7
Aegis of Earth: Protonovus Assault,6,2016,9,148,0.02,198,3,0.0
Fireblade,14,2002,9,39,0.08,675,3,35.5
Thor: God of Thunder,5,2011,9,8,0.14,1101,3,21.85
Genkai Tokki: Seven Pirates,23,2016,4,266,0.03,0,0,0.0
Summon Night,4,2008,4,56,0.07,0,0,0.0
Dragon Quest VIII: Journey of the Cursed King,7,2004,4,15,5.21,49,3,48.9
Doukoku Shoshite...,24,1998,11,341,0.11,0,0,0.0
The Adventures of Tintin: The Game,1,2011,9,5,0.32,195,4,2.85
Luminous Arc 2,4,2008,4,70,0.22,797,3,40.35
Clock Zero: Shuuen no Ichibyou - ExTime,23,2015,9,323,0.02,0,0,0.0
OutRun 2006: Coast 2 Coast,7,2006,3,8,0.05,129,1,44.9
Teen Titans,7,2006,9,28,0.25,250,4,32.3
NASCAR 99,13,1998,3,7,1.52,0,0,0.0
Galerians: Ash,7,2002,11,100,0.07,786,3,28.95
Dynasty Warriors,17,2004,9,48,0.51,393,3,34.65
Personal Trainer: Cooking,4,2006,6,0,3.11,114,1,44.4
Dark Souls,6,2011,4,25,2.02,163,2,48.85
Jurassic Park,2,1993,9,83,0.36,0,0,0.0
Bugriders: The Race of Kings,13,1997,3,13,0.02,0,0,0.0
Plants vs. Zombies,15,2009,12,209,0.05,364,4,47.95
Ninja Gaiden Sigma 2,6,2009,9,116,0.85,225,2,45.35
Tiger Woods PGA Tour 09,5,2008,1,7,0.65,57,1,45.9
Baldur's Gate: Dark Alliance,14,2002,4,17,0.2,321,3,45.65
NFL GameDay 2003,7,0,1,53,0.4,398,1,30.0
MotoGP 3 - Official Game of MotoGP,7,2003,3,25,0.12,0,0,0.0
The Legend of Heroes: Trails of Cold Steel,23,2013,4,131,0.23,899,3,42.25
Battlefield: Hardline,5,2015,7,7,0.28,189,2,2.05
Cabela's Alaskan Adventure,5,2006,1,4,0.13,565,3,26.8
Gangs of London,17,2006,11,3,0.95,223,2,29.35
Medal of Honor: Warfighter,15,2012,9,7,0.33,290,2,30.2
Chaos;Head - Love Chu*Chu!,17,2011,11,357,0.04,0,0,0.0
Scooby-Doo! and the Spooky Swamp,4,2010,9,19,0.37,0,0,0.0
Mahjong 300,4,2011,5,194,0.03,0,0,0.0
Reel Fishing: The Great Outdoors,17,2006,1,77,0.05,495,1,0.0
The Void,15,2008,11,485,0.03,1524,0,42.65
Guilty Gear Xrd -Revelator-,6,2016,10,148,0.07,0,0,0.0
Your Shape featuring Jenny McCarthy,1,2009,1,5,2.12,12,1,33.6
Nobunaga no Yabou: Tenshoki,8,1996,12,48,0.17,0,0,0.0
Stronghold Legends,15,2006,12,2,0.02,1052,3,32.1
NHL 2002,14,2001,1,7,0.27,18,1,48.9
Tiger Woods PGA Tour 06,20,2005,1,7,0.11,18,1,43.4
Monster Jam: Urban Assault,4,2008,3,4,0.39,709,1,0.0
Battlefield 2142,15,2006,7,7,0.03,29,3,43.4
Micro Machines,7,2002,3,10,0.14,413,1,27.0
IL-2 Sturmovik,15,2001,8,531,0.01,1596,3,49.9
Trick DS-han: Kakushi Kami no Sumukan,4,2010,6,14,0.07,0,0,0.0
Drawn to Life: The Next Chapter,4,2009,5,28,0.64,184,1,39.85
Aiyoku no Eustia,23,2014,6,497,0.01,0,0,0.0
NASCAR Thunder 2002,14,2001,3,7,0.33,57,1,41.0
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,11,2012,6,25,0.63,0,0,0.0
Battle Engine Aquila,7,2003,7,10,0.03,1017,3,41.0
Midnight Club 3: DUB Edition Remix,14,2006,3,2,0.2,39,4,46.15
Lost Kingdoms II,20,2003,4,4,0.06,163,3,38.55
Corpse Party: Book of Shadows,17,2011,11,357,0.04,1009,2,37.6
Rocksmith 2014,10,2014,6,5,0.63,0,0,0.0
Doraemon 2: Nobita no Toizurando Daibouken,8,1993,4,175,0.05,0,0,0.0
LEGO City Undercover,11,2013,2,0,1.47,0,0,0.0
N+,4,2007,2,10,0.07,1362,1,44.7
Doki-Doki Universe,23,2013,11,3,0.01,313,4,35.85
Where the Wild Things Are,6,2009,2,19,0.11,243,4,28.9
Nyaruko-San: Nafushigatai Game no You na Mono,23,2013,11,357,0.01,0,0,0.0
Runabout 3: Neo Age,7,2002,3,176,0.03,0,0,0.0
Samurai Spirits (CD),27,1994,10,244,0.2,0,0,0.0
Project CARS,10,2015,3,93,1.09,150,1,44.8
Who Wants to be a Millionaire: 1st Edition,4,2007,6,5,0.03,0,0,0.0
Yuki Yuna is a Hero: Memory of the Forest,23,2015,9,242,0.04,0,0,0.0
Hulk,14,2003,9,20,0.33,311,3,38.35
Shinobi,7,2002,2,3,0.96,411,2,39.45
Karate,16,0,10,168,0.47,0,0,0.0
NBA 2K15,18,2014,1,2,1.72,83,1,44.15
Farm Frenzy: Animal Country,4,2009,8,86,0.15,347,1,0.0
Adventure Time: The Secret of the Nameless ,5,2014,11,241,0.01,0,0,0.0
The Godfather (JP sales),7,2006,9,7,0.47,0,0,0.0
pro evolution soccer 2011,6,2010,1,14,2.41,69,1,41.9
Interactive Sampler Disc 6,13,1997,6,3,0.14,0,0,0.0
Netsu Chu! Pro Yakyuu 2002,7,2002,1,25,0.25,0,0,0.0
Harry Potter and the Chamber of Secrets,13,2002,9,7,1.98,90,1,4.25
Krull,16,1982,9,10,0.14,0,0,0.0
Donkey Kong Country 2: Diddy's Kong Quest,8,1995,2,0,5.15,0,0,0.0
Macross Ultimate Frontier,17,2009,9,25,0.17,0,0,0.0
Starhawk,6,2012,9,3,0.29,828,3,42.4
DJ Hero,5,2009,6,4,1.06,368,3,46.0
FoxKids.com Micro Maniacs Racing,13,2000,3,34,0.11,0,0,0.0
Tekken Advance,9,2001,10,52,0.45,665,3,45.1
Tom Clancy's Rainbow Six: Vegas 2,15,2008,7,5,0.02,52,2,42.65
Little League World Series Baseball 2009,1,2009,1,4,0.15,301,1,0.0
Rugby World Cup 2015,5,2015,1,5,0.03,254,1,4.0
EverQuest Online Adventures: Frontiers,7,2003,4,75,0.19,360,3,42.75
Tube Slider,20,0,3,53,0.02,20,1,31.0
BattleBots: Beyond the BattleBox,9,2002,9,23,0.06,1416,1,26.5
Urban Chaos: Riot Response,7,2006,7,21,0.06,54,2,40.4
Tales of Vesperia,5,2008,4,10,0.74,247,3,43.6
Dark Sector,6,2008,7,58,0.47,493,2,39.8
Ride,18,2015,3,255,0.1,723,1,29.65
The Island of Dr. Frankenstein,1,2009,11,215,0.03,615,1,13.0
Doom,13,1994,7,52,0.78,0,0,0.0
Wizards of Waverly Place,4,2009,6,32,0.86,444,1,29.0
StarCraft II: Heart of the Swarm,15,2013,12,4,1.67,41,3,46.95
Tomba! 2: The Evil Swine Return,13,1999,2,3,0.29,0,0,0.0
Guitar Hero: Aerosmith,1,2008,6,4,1.27,67,3,40.1
Lemony Snicket's A Series of Unfortunate Events,9,2004,2,4,0.42,243,1,40.0
Turning Point: Fall of Liberty,5,2008,7,34,0.29,132,3,24.9
Tomb Raider: Legend,20,2006,9,21,0.08,298,3,42.9
Super Robot Taisen D,9,2003,12,56,0.23,0,0,0.0
Metal Gear Solid V: The Phantom Pain,6,2015,9,14,0.64,101,2,3.6
The Punisher,7,2005,9,28,0.52,119,2,38.1
Mechanic Master 2,4,2010,5,67,0.02,661,1,0.0
Family Guy: Back to the Multiverse,6,2012,9,4,0.26,172,2,23.2
J-League Soccer: Prime Goal 2,8,1994,1,25,0.53,0,0,0.0
Let's Play Ballerina,1,2010,1,41,0.03,1579,1,0.0
Glory Days 2,4,2007,12,145,0.09,1255,4,40.15
Raiden Fighters Aces,5,2008,7,351,0.08,1297,4,40.25
Spider-Man: Web of Shadows,7,2008,9,4,0.21,872,4,36.55
That's So Raven: Psychic on the Scene,4,2006,11,32,0.24,897,1,0.0
Moto Racer DS,4,2008,3,125,0.02,240,1,36.5
Rayman,13,1995,2,5,3.03,0,0,0.0
Red Faction II,7,2002,7,28,1.5,119,2,46.15
Puzzle Quest 2,4,2010,5,58,0.11,832,4,39.9
Starsky & Hutch,7,2003,3,87,0.92,0,0,0.0
"Carnival Games: Monkey See, Monkey Do!",5,2011,6,2,0.32,0,0,0.0
Aliens: Colonial Marines,6,2013,7,8,0.6,100,2,23.3
NCAA Basketball 09,7,2008,1,7,0.28,35,1,27.5
The Fairly OddParents: Breakin' Da Rules,20,2003,2,28,0.21,0,0,0.0
Lucha Libre AAA: Heroes del Ring,6,2010,10,14,0.11,1221,3,30.55
Shrek's Carnival Craze Party Games,7,2008,6,4,0.07,0,0,0.0
Luminous Arc 3,4,2009,4,214,0.04,0,0,0.0
Sonic CD,25,1993,2,8,1.5,0,0,0.0
Natalie Brooks: Mystery at Hillcrest High,4,2012,9,520,0.02,0,0,0.0
All Star Karate,1,2010,9,28,0.22,166,4,23.0
The Evil Within,10,2014,9,6,1.79,222,2,41.15
"Flower, Sun, and Rain",4,2008,11,70,0.07,199,3,30.55
Looney Tunes: Duck Amuck,4,2007,9,19,0.3,278,1,33.0
Spyro: A Hero's Tail,14,2004,2,23,0.14,103,1,36.55
Secret Weapons Over Normandy,14,2003,8,18,0.25,649,3,42.9
Kingdom Hearts Re: Chain of Memories,7,2008,4,15,0.87,215,4,37.6
Aladdin Magic Racer,1,2011,3,127,0.01,1688,1,0.0
Hunter: The Reckoning,14,2002,9,117,0.38,337,2,43.95
Ultimate Duck Hunting: Hunting & Retrieving Ducks,1,2007,1,252,0.22,0,0,0.0
Trine 2,19,2012,2,91,0.03,0,0,0.0
Fishing Derby,16,0,1,4,0.51,0,0,0.0
Looney Tunes Racing,13,2000,3,52,0.29,831,1,35.5
Atelier Totori: The Adventurer of Arland,23,2012,4,243,0.09,0,0,0.0
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",15,2009,7,4,0.02,0,0,0.0
Guilty Gear X: Advance Edition,9,2002,10,100,0.06,496,3,36.45
Nintendogs and Cats Golden Retriever and New Friends,11,2011,9,0,0.01,0,0,0.0
LEGO Marvel Super Heroes,23,2013,9,19,0.51,0,0,0.0
Dragon Ball Z: Ultime Menace,8,1993,10,25,0.73,0,0,0.0
Drawn to Life Collection,4,2010,6,28,0.14,184,1,0.0
Winning Post 8 2015,6,2015,9,48,0.02,0,0,0.0
F-Zero X,12,1998,3,0,1.1,0,0,0.0
NHL 07,14,2006,1,7,0.03,18,4,41.35
Metal Gear Rising: Revengeance,5,2013,9,14,0.48,289,2,44.9
LEGO Racers,13,1999,3,134,0.36,0,0,0.0
Hello Kitty: Happy Party Pals,9,2005,6,28,0.17,0,0,0.0
Prince of Persia: The Forgotten Sands,5,2010,9,5,0.62,52,3,40.9
Rampage: Total Destruction,1,2006,9,39,0.21,38,4,25.8
Final Fantasy II,2,1988,4,9,0.76,0,0,0.0
Shadow of Destiny,7,2001,11,14,0.21,69,3,43.1
NBA 2K13,1,2012,1,2,0.42,329,1,3.75
Digimon Rumble Arena,13,2001,10,25,0.02,503,1,36.4
Game de Hakken!! Tamagotchi 2,3,1997,8,25,1.45,0,0,0.0
Bleach: Blade Battlers,7,2006,10,3,0.05,0,0,0.0
Xblaze: Lost Memories,23,2015,11,221,0.01,496,2,3.5
Nonomura Byoin no Hitobito,24,1996,11,199,0.36,0,0,0.0
The Book of Unwritten Tales: The Critter Chronicles,15,2011,9,416,0.06,0,0,0.0
All-Star Baseball 2004,9,2003,1,30,0.07,0,0,0.0
Tony Hawk's American Wasteland (Old all region sales),7,2005,1,4,1.62,0,0,0.0
Alpha Protocol,6,2010,4,8,0.43,78,2,35.45
Madden NFL 06,20,2005,1,7,0.57,18,1,47.25
Fantastic Pets,5,2011,8,28,0.41,434,1,36.75
Indigo Prophecy,14,2005,11,10,0.1,118,2,45.85
Hello Kitty Seasons,1,2010,11,25,0.23,914,1,0.0
LEGO Batman 2: DC Super Heroes,19,2013,9,19,0.12,182,4,42.15
Tsumiki: Block Drop Mania,4,2007,9,125,0.04,437,1,0.0
Palais de Reine,7,2007,12,580,0.01,0,0,0.0
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,11,2012,9,0,0.27,0,0,0.0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,6,2014,12,25,0.06,0,0,0.0
Meteos,4,2005,5,0,0.23,677,1,47.75
The Lord of the Rings: Aragorn's Quest,4,2010,9,19,0.11,159,4,0.0
Galaxy Angel II: Mugen Kairou no Kagi,7,2007,12,308,0.03,0,0,0.0
DJ Hero 2,5,2010,6,4,0.82,368,3,46.95
Ace Attorney Investigations: Miles Edgeworth,4,2009,11,12,0.7,48,3,43.2
Guitar Hero: World Tour,5,2008,6,4,2.66,60,3,45.65
Metroid: Other M,1,2010,9,0,1.34,225,3,42.75
Mega Man Anniversary Collection,7,2004,2,12,0.59,570,1,45.0
Kikou Heidan J-Phoenix 2,7,2003,9,152,0.04,0,0,0.0
One Piece: Unlimited World Red,19,2014,9,25,0.06,722,3,36.9
Ultraman Fighting Evolution 0,17,2006,10,56,0.01,0,0,0.0
Where the Wild Things Are,4,2009,2,19,0.14,278,1,0.0
Darius Burst: Chronicle Saviours,23,2016,9,274,0.03,0,0,0.0
The Price is Right 2010 Edition,1,2009,6,5,0.24,461,1,0.0
NBA ShootOut '97,13,1997,1,3,0.62,0,0,0.0
th!nk Logic Trainer,1,2009,5,230,0.01,0,0,0.0
"SpongeBob SquarePants: Lights, Camera, Pants!",7,2005,6,28,0.44,0,0,0.0
The History Channel: Civil War - A Nation Divided,5,2006,7,4,0.14,0,0,0.0
Kenka Banchou 4: Ichinen Sensou,17,2010,9,130,0.19,0,0,0.0
Resident Evil Outbreak File #2,7,2004,9,12,0.57,48,2,32.85
Spartan: Total Warrior,20,2005,9,8,0.07,218,2,40.65
Kill.Switch,9,2004,7,84,0.02,362,3,0.0
Area 51,13,1996,7,13,0.72,0,0,0.0
MySims SkyHeroes,4,2010,9,7,0.31,0,0,0.0
Bratz: Rock Angelz,7,2005,6,28,0.38,281,1,32.55
SNK vs. Capcom: The Match of the Millennium,17,2006,10,8,1.43,0,0,0.0
Super Robot Taisen α Gaiden,13,2001,12,56,0.62,0,0,0.0
Resident Evil: Revelations,19,2013,9,12,0.19,48,2,43.75
Fishing Master (jp sales),1,2007,1,14,0.06,0,0,0.0
Ms. Pac-Man: Maze Madness / Pac-Man World,9,2005,5,25,0.24,0,0,0.0
SD Gundam G Generation Wars,7,2009,12,25,0.31,0,0,0.0
ATV Offroad Fury,7,2001,3,3,2.41,167,1,45.2
MLB Power Pros,1,2007,1,14,0.29,69,1,45.7
Fishing Master World Tour,1,2009,1,123,0.09,1058,1,0.0
Sonic Riders,20,2006,3,8,0.92,125,1,33.5
Backstreet Billiards,13,1998,6,49,0.34,0,0,0.0
Rock 'N' Roll Adventures,1,2007,2,293,0.03,894,1,0.0
Disgaea: Afternoon of Darkness,17,2006,4,48,0.23,579,3,47.6
Need for Speed Carbon,15,2006,3,7,0.05,168,4,42.6
WWE 2K15,18,2014,1,2,0.57,156,3,30.85
Elminage Gothic: Ulm Zakir to Yami no Gishiki,17,2012,4,200,0.02,0,0,0.0
Rebelstar: Tactical Command,9,2005,12,10,0.05,1424,4,43.55
Flight Control Rocket,9,2005,8,28,0.43,0,0,0.0
Bigfoot: Collision Course,1,2008,3,84,0.32,758,1,0.0
Last Escort 2: Shinya no Amai Toge,7,2008,11,58,0.03,0,0,0.0
Gran Turismo 2,13,1999,3,3,9.49,4,3,51.0
Global Touring Challenge: Africa,7,2001,3,115,0.1,447,1,32.0
Turbo: Super Stunt Squad,11,2013,1,58,0.02,709,1,2.6
Rogue Trooper,7,2006,7,21,0.04,248,3,39.6
Disney's Tarzan,12,2000,2,4,0.2,0,0,0.0
Madden NFL 2001,7,2000,1,7,1.5,18,1,49.35
Amagami,23,2014,11,274,0.04,0,0,0.0
Robo Pit,13,1995,10,507,0.03,0,0,0.0
WWF Attitude,13,1998,10,30,1.76,0,0,0.0
The Sims 3: World Adventures,15,2009,8,7,0.57,23,3,44.5
Captain America: Super Soldier,5,2011,9,8,0.17,68,3,33.2
Medal of Honor: European Assault (All Region sales),7,2005,7,7,1.88,0,0,0.0
Start the Party! Save the World,6,2011,6,3,0.1,0,0,0.0
Grand Theft Auto V,18,2014,9,2,5.48,3,2,52.45
Samurai & Dragons,23,2012,9,8,0.02,0,0,0.0
Real World Golf,14,2006,1,268,0.03,1212,1,37.0
Kidou Senshi Gundam: Shin Gihren no Yabou,17,2011,12,25,0.14,0,0,0.0
SpongeBob's Truth or Square (US sales),4,2009,9,28,0.42,0,0,0.0
CSI: Fatal Conspiracy,15,2010,11,5,0.04,846,2,26.25
Wrestle Angels: Survivor 2,7,2008,10,513,0.03,0,0,0.0
The Witcher 3: Wild Hunt,15,2015,4,25,0.72,81,2,51.15
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,17,2006,6,345,0.06,0,0,0.0
Bust-A-Move 3000,20,2003,5,5,0.01,51,1,26.5
Men of War,15,2009,12,11,0.03,1492,2,44.05
Eternal Sonata,6,2008,4,10,0.44,678,3,43.9
Pro Yaky? Spirits 2012,23,2012,1,14,0.06,0,0,0.0
Nicktoons: MLB,4,2011,1,2,0.1,0,0,0.0
Final Fantasy Crystal Chronicles: Echoes of Time,1,2009,4,15,0.25,46,4,34.8
Magnetica,4,2006,5,0,0.14,878,1,38.05
PopCap Arcade Vol 2,5,2009,6,209,0.03,364,4,33.5
Kya: Dark Lineage,7,2003,11,10,0.16,480,3,38.95
Puzzle Kingdoms,1,2009,5,84,0.12,832,1,31.5
Madden NFL 06,17,2005,1,7,0.75,57,1,41.45
4x4 Evolution,7,2001,3,212,0.32,231,1,32.0
Shin Megami Tensei: Devil Summoner,24,1995,4,91,0.38,0,0,0.0
